0,1,0,,
0.956154,0,,,
0.987283,1,0.015,0.343902904569123,0.665887476014733
1.010203,0,,,
1.029199,1,0.03,0.422673252150796,3.09259842825445
1.045818,0,,,
1.06099,1,0.045,0.518000727205128,2.90453755704529
1.074754,0,,,
1.087915,1,0.06,0.603441955790747,3.44207180864599
1.099733,0,,,
1.111223,1,0.075,0.680688034236528,3.18621705747563
1.121805,0,,,
1.132227,1,0.09,0.740216753029455,2.48210505192513
1.14221,0,,,
1.151846,1,0.105,0.796684536270188,3.27433342513617
1.161079,0,,,
1.169997,1,0.12,0.857517970242826,3.42870596361794
1.178486,0,,,
1.186917,1,0.135,0.911922906118163,3.00213752046447
1.194885,0,,,
1.202943,1,0.15,0.964040940444452,3.50204746971257
1.21051,0,,,
1.218086,1,0.165,1.01543030877758,3.28516356286024
1.225372,0,,,
1.232521,1,0.18,1.06020224097292,2.91808301772096
1.239523,0,,,
1.246404,1,0.195,1.10262387963599,3.19322414399719
1.253073,0,,,
1.25975,1,0.21,1.14359848801958,2.94713377352041
1.266128,0,,,
1.272652,1,0.225,1.18509543545241,3.48550417917317
1.278813,0,,,
1.285082,1,0.24,1.21952632097632,2.05446131139962
1.291207,0,,,
1.297257,1,0.255,1.25180481029879,3.24795993253772
1.303198,0,,,
1.309059,1,0.27,1.2893932394985,3.12188063680875
1.314783,0,,,
1.320533,1,0.285,1.32825065295894,3.65124355012509
1.326018,0,,,
1.331656,1,0.3,1.37389996807136,4.55685050946678
1.336978,0,,,
1.342383,1,0.315,1.41112927468953,2.38438312867339
1.347658,0,,,
1.352919,1,0.33,1.4364542392335,2.42293739979639
1.358103,0,,,
1.363271,1,0.345,1.46377877874949,2.85614674162231
1.368322,0,,,
1.373418,1,0.36,1.4950629058707,3.31003579926963
1.3783,0,,,
1.383342,1,0.375,1.53184253562529,4.10222332096153
1.388114,0,,,
1.393009,1,0.39,1.5615666395659,2.0473792321804
1.397789,0,,,
1.402555,1,0.405,1.58519149729624,2.90230811966088
1.407253,0,,,
1.411937,1,0.42,1.61056154932372,2.50593149395665
1.416536,0,,,
1.421184,1,0.435,1.64018036429681,3.90021427723266
1.425647,0,,,
1.430232,1,0.45,1.68091325796339,5.10351995499074
1.434595,0,,,
1.439038,1,0.465,1.71694923875962,3.08089539732082
1.443391,0,,,
1.447707,1,0.48,1.73983895669068,2.19992544269705
1.451995,0,,,
1.456282,1,0.495,1.75859729773602,2.17519783318367
1.460502,0,,,
1.464767,1,0.51,1.79654469019198,6.76938494960087
1.46886,0,,,
1.472989,1,0.525,1.66442319270068,-38.9079151104631
1.47752,0,,,
1.483226,1,0.54,1.40850514433127,-11.0907267512934
1.488958,0,,,
1.494364,1,0.555,1.48694747417498,25.1762591347929
1.499157,0,,,
1.503712,1,0.57,1.6074686595622,0.609189172271154
1.508282,0,,,
1.513027,1,0.585,1.5761081328809,-7.34252823427923
1.517732,0,,,
1.522765,1,0.6,1.50098430793711,-8.0864766833196
1.52775,0,,,
1.533043,1,0.615,1.40188098156275,-11.1980779721307
1.538497,0,,,
1.544244,1,0.63,1.26180537150928,-13.8131906741462
1.550289,0,,,
1.557026,1,0.645000000000001,1.09241709493474,-12.6909990574345
1.564335,0,,,
1.572072,1,0.660000000000001,0.957916974034765,-5.18752292847245
1.579871,0,,,
1.588458,1,0.675000000000001,0.847064187645536,-8.34265971393291
1.597536,0,,,
1.608058,1,0.690000000000001,0.664501266927154,-10.2862097471269
1.62075,0,,,
1.637208,1,0.705000000000001,0.426293789732586,-6.05735644117959
1.660851,0,,,
1.70719,1,0.720000000000001,0.310818672074394,2.75721875839853
1.732481,0,,,
1.748046,1,0.735000000000001,0.537716957425036,8.35000100617167
1.760511,0,,,
1.771625,1,0.750000000000001,0.735889844863601,8.45926888980074
1.781081,0,,,
1.790056,1,0.765000000000001,0.904434405037185,9.82997859254787
1.797843,0,,,
1.805367,1,0.780000000000001,1.04133067529323,8.05210229779846
1.812324,0,,,
1.819048,1,0.795000000000001,1.1414318091791,6.58149669143807
1.825486,0,,,
1.831726,1,0.810000000000001,1.23565153086555,8.28200254920742
1.837623,0,,,
1.843408,1,0.825000000000001,1.24938651752914,-5.93052392164664
1.848987,0,,,
1.855777,1,0.840000000000001,1.3409311067592,20.7327859040325
1.861021,0,,,
1.866134,1,0.855000000000001,1.45865048506308,1.99954552473635
1.871607,0,,,
1.876346,1,0.870000000000001,1.58552551517344,22.8486781553182
1.880812,0,,,
1.885237,1,0.885000000000001,1.66566072590689,-4.82253694882891
1.889697,0,,,
1.894363,1,0.900000000000001,1.64150270679912,-0.471791148424002
1.898851,0,,,
1.903513,1,0.915000000000001,1.67197759462831,7.13296881600442
1.907869,0,,,
1.912319,1,0.930000000000001,1.7625368153019,13.43464887048
1.916514,0,,,
